run,timestamp,lasso_alpha,lasso_max_iter,LR_type,LR_alpha,LR_max_iter,RF_type,RF_n_estimators,RF_max_depth,RF_min_samples_leaf,RF_min_samples_split,RF_max_features,RF_random_state,RF_n_jobs,GB_type,GB_objective,GB_boosting_type,GB_num_leaves,GB_max_depth,GB_learning_rate,GB_n_estimators,GB_min_child_samples,GB_subsample,GB_colsample_bytree,GB_reg_alpha,GB_reg_lambda,GB_random_state,GB_n_jobs,GB_verbose,device,input_length,pred_length,valid_length,features_in_future,batch_size,learning_rate,weight_decay,dropout,min_delta,patch_length,stride,geo_block_ratio,lambda_cross,lambda_coverage,lambda_deriv,lambda_median,smoothing_cross,epochs,model_dim,warmup_steps,patience,num_layers,num_heads,ffn_size,num_geo_blocks,num_patches,quantiles_0,quantiles_1,quantiles_2,quantiles_3,quantiles_4,metaNN_batch_size,metaNN_learning_rate,metaNN_weight_decay,metaNN_dropout,metaNN_patience,metaNN_factor,metaNN_device,metaNN_epochs,metaNN_num_cells_0,metaNN_num_cells_1,q10,q25,q50,q75,q90,avg_weight_meta_NN_NN,avg_weight_meta_NN_LR,avg_weight_meta_NN_RF,avg_weight_meta_NN_GB,test_NN_bias,test_NN_RMSE,test_NN_MAE,test_LR_bias,test_LR_RMSE,test_LR_MAE,test_RF_bias,test_RF_RMSE,test_RF_MAE,test_GB_bias,test_GB_RMSE,test_GB_MAE,test_meta_LR_bias,test_meta_LR_RMSE,test_meta_LR_MAE,test_meta_NN_bias,test_meta_NN_RMSE,test_meta_NN_MAE,overall_loss
19,2026-01-04 07:32:00.000000,0.0323,2000,lasso,0.0398,2000,rf,430,22,11,21,sqrt,0,4,lgbm,regression,gbdt,31,4,0.0157,360,19,0.738,0.703,0.1438,0.0684,0,4,-1,cuda,672,72,48,True,128,5500.0,0.02,0.06,0.02843,24,12,1,1.586,0.53,0.184,0.542,0.0062,34,96,3900,5,3,3,4,7,61,0.1,0.25,0.5,0.75,0.9,384,760.0,23.7,0.05,5,0.801,cuda,13,24,12,0.101289,0.129107,0.181685,0.116337,0.042326,0.051893,0.269729,0.351205,0.327173,1.715067,6.7812,5.3894,-0.302142,2.7033,2.1764,1.424917,2.6027,1.9771,1.381043,2.6482,2.065,0.175176,2.1197,1.6204,1.051503,2.3206,1.7962,3.3776
20,2026-01-04 07:34:00.000000,0.03233,2000,lasso,0.01105,2000,rf,600,22,10,22,sqrt,0,4,lgbm,regression,gbdt,31,4,0.0071,460,19,0.821,0.849,0.2631,0.0321,0,4,-1,cuda,672,72,48,True,32,8700.0,0.03,0.06,0.02966,24,12,1,1.189,0.99,0.1291,0.916,0.0482,21,95,3100,6,1,5,5,3,61,0.1,0.25,0.5,0.75,0.9,256,570.0,27.4,0.06,3,0.656,cuda,14,32,12,0.076888,0.08702,0.073531,0.007944,0.014388,0.151693,0.336176,0.404333,0.107798,0.508065,3.0884,2.3693,-0.470379,2.7423,2.2024,1.401516,2.5937,1.9705,1.707793,3.0369,2.4041,0.063523,2.0758,1.5885,0.616167,2.115,1.615,2.3289
21,2026-01-04 07:36:00.000000,0.03768,2000,lasso,0.01571,2000,rf,450,17,19,24,0.5,0,4,lgbm,regression,gbdt,15,6,0.0052,580,23,0.838,0.912,0.0303,0.0384,0,4,-1,cuda,672,72,48,True,32,5900.0,0.05,0.13,0.02932,24,12,1,1.956,0.57,0.0996,0.429,0.0468,22,95,3800,7,3,5,2,8,61,0.1,0.25,0.5,0.75,0.9,192,320.0,1.0,0.17,5,0.719,cuda,11,24,16,0.056115,0.058903,0.122902,0.101229,0.061271,0.049674,0.343984,0.487579,0.118763,0.827846,4.0008,3.0288,-0.450788,2.7354,2.1975,1.405171,2.5701,1.9856,1.697916,3.03,2.419,0.171218,2.0177,1.529,0.771916,2.179,1.677,2.7283
22,2026-01-04 07:39:00.000000,0.03367,2000,lasso,0.03371,2000,rf,510,25,18,24,0.5,0,4,lgbm,regression,gbdt,31,3,0.0052,480,21,0.668,0.739,0.0721,0.0624,0,4,-1,cuda,672,72,48,True,96,14800.0,0.1,0.15,0.02636,24,12,1,1.309,0.79,0.0956,0.609,0.0483,22,96,2500,8,2,4,5,6,61,0.1,0.25,0.5,0.75,0.9,128,200.0,22.9,0.06,5,0.782,cuda,13,32,20,0.060821,0.126229,0.154826,0.118915,0.065408,0.109924,0.361904,0.459198,0.068974,0.972249,2.9913,2.2999,-0.339724,2.7094,2.1802,1.414627,2.5699,1.9859,1.965198,3.7313,2.9446,0.221079,2.0058,1.5292,0.689467,2.0647,1.5766,2.9519
23,2026-01-04 07:42:00.000000,0.01111,2000,lasso,0.02397,2000,rf,320,23,17,23,0.5,0,4,lgbm,regression,gbdt,31,6,0.0105,390,17,0.858,0.784,0.2564,0.0664,0,4,-1,cuda,672,72,48,True,96,3500.0,0.04,0.02,0.02313,24,12,1,0.969,0.43,0.1924,0.384,0.0297,30,95,3100,8,3,5,3,3,61,0.1,0.25,0.5,0.75,0.9,192,970.0,11.0,0.07,3,0.771,cuda,9,40,16,0.106025,0.172242,0.163759,0.056565,0.004017,0.029321,0.368665,0.465623,0.136391,1.56854,7.2659,5.7476,-0.395398,2.7206,2.1874,1.509635,2.6453,2.0676,1.471134,2.6105,2.0388,0.264355,2.0306,1.5631,0.684094,2.0242,1.5561,3.2469
24,2026-01-04 07:44:00.000000,0.03704,2000,lasso,0.01177,2000,rf,450,23,20,21,0.5,0,4,lgbm,regression,gbdt,31,5,0.0081,600,25,0.667,0.642,0.1911,0.0734,0,4,-1,cuda,672,72,48,True,96,15000.0,0.67,0.15,0.02822,24,12,1,0.501,0.56,0.2495,0.346,0.0121,24,126,2700,6,2,3,5,3,61,0.1,0.25,0.5,0.75,0.9,128,800.0,70.7,0.1,3,0.661,cuda,10,32,16,0.136001,0.186391,0.145773,0.077218,0.042056,0.103392,0.322653,0.405023,0.168932,0.897277,2.9656,2.2974,-0.475072,2.7427,2.2026,1.414163,2.5776,1.9888,1.389969,2.5564,1.9912,0.199006,1.9753,1.5164,0.707769,2.0515,1.5649,2.9256
25,2026-01-04 07:46:00.000000,0.01344,2000,lasso,0.00592,2000,rf,560,24,16,25,0.5,0,4,lgbm,regression,gbdt,31,5,0.0032,520,16,0.699,0.85,0.0465,0.0509,0,4,-1,cuda,672,72,48,True,96,3300.0,0.94,0.15,0.02584,24,12,1,1.869,0.93,0.1813,0.356,0.0424,21,160,3900,9,4,5,3,5,61,0.1,0.25,0.5,0.75,0.9,256,1500.0,5.9,0.12,3,0.646,cuda,8,40,16,0.395354,0.339958,0.157644,-0.047902,-0.150689,0.009789,0.440331,0.498936,0.050944,2.354974,9.7067,8.0924,-0.461004,2.7425,2.2,1.499802,2.6047,2.021,2.045799,3.6169,2.9449,0.251911,2.3362,1.815,0.624076,2.1072,1.6263,4.9082
26,2026-01-04 07:48:00.000000,0.03219,2000,lasso,0.03466,2000,rf,410,21,12,24,0.5,0,4,lgbm,regression,gbdt,31,3,0.0036,500,16,0.64,0.648,0.0457,0.1406,0,4,-1,cuda,672,72,48,True,96,29600.0,0.01,0.04,0.01742,24,12,1,1.373,0.99,0.0047,0.534,0.0253,21,125,2200,4,4,5,5,7,61,0.1,0.25,0.5,0.75,0.9,192,870.0,2.8,0.09,3,0.683,cuda,10,24,12,0.046703,0.078927,0.026409,-0.021043,-0.010132,0.152775,0.330674,0.455375,0.061175,0.194934,2.5932,2.0215,-0.333848,2.7083,2.1795,1.38954,2.5157,1.9532,2.138493,4.2953,3.4416,0.196575,1.9822,1.524,0.60719,2.0491,1.5724,2.2385
27,2026-01-04 07:51:00.000000,0.03827,2000,lasso,0.03474,2000,rf,320,23,13,21,sqrt,0,4,lgbm,regression,gbdt,31,3,0.005,490,19,0.727,0.844,0.2959,0.2857,0,4,-1,cuda,672,72,48,True,32,3400.0,0.76,0.15,0.02944,24,12,1,1.622,0.47,0.0067,0.206,0.0478,32,160,2700,6,1,2,3,5,61,0.1,0.25,0.5,0.75,0.9,256,470.0,60.1,0.19,5,0.725,cuda,11,40,16,0.10033,0.134442,0.123171,0.073651,0.033903,0.119237,0.332706,0.474891,0.073166,0.66599,2.8331,2.1851,-0.333369,2.7082,2.1795,1.436838,2.6104,1.9844,1.977438,3.7645,2.9618,0.087447,2.1254,1.6288,0.698988,2.192,1.6725,2.8224
109,2026-01-04 13:10:14.387383,0.02159,2000,ridge,1.132466,2000,rf,480,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.056317,520,21,0.779098,0.817546,0.090761,0.091739,0,4,-1,cuda,672,72,48,True,96,9027.071451,1.310032,0.03497,0.024134,24,12,1,0.663775,0.849922,0.020464,0.817098,0.014095,31,125,2400,10,3,5,5,2,61,0.1,0.25,0.5,0.75,0.9,512,1098.874788,5.437306,0.065208,4,0.7,cuda,15,32,16,0.159263,0.240677,0.269964,0.145084,0.040438,0.043242,0.218802,0.232736,0.50522,1.735153,4.06,3.1461,-0.539867,2.7822,2.2353,1.519668,2.679,2.0232,1.076231,2.1473,1.6744,0.221424,1.8786,1.4325,0.723246,1.97,1.5132,3.564
110,2026-01-04 13:11:44.998324,0.017866,2000,ridge,0.504854,2000,rf,480,19,14,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.041016,530,21,0.782699,0.758752,0.089961,0.108263,0,4,-1,cuda,672,72,48,True,96,47174.273311,1.557221,0.08366,0.024278,24,12,1,1.135198,0.819692,0.030911,0.805084,0.019588,20,155,1850,5,3,5,5,2,61,0.1,0.25,0.5,0.75,0.9,512,1118.182483,6.648778,0.055988,4,0.7,cuda,13,32,16,0.136331,0.130126,0.133064,0.093315,0.022872,0.058539,0.256963,0.262165,0.422333,1.019973,4.0641,3.0433,-0.515986,2.7631,2.2141,1.486778,2.6521,2.0076,0.913369,2.066,1.5949,0.164992,1.8385,1.395,0.617703,1.9084,1.4582,2.7939
111,2026-01-04 13:13:22.004773,0.022121,2000,ridge,1.901632,2000,rf,520,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.042465,480,21,0.780689,0.813492,0.110178,0.084876,0,4,-1,cuda,672,72,48,True,96,34899.814763,1.292534,0.034416,0.024422,24,12,1,0.551396,0.515538,0.174268,0.488691,0.045542,31,96,2800,5,3,3,5,2,61,0.1,0.25,0.5,0.75,0.9,512,1178.336881,6.369484,0.056766,4,0.7,cuda,12,32,16,0.122392,0.128837,0.149341,0.108423,0.036571,0.059718,0.250789,0.194405,0.495088,0.897421,3.6689,2.7131,-0.539852,2.7822,2.2353,1.521546,2.6796,2.0233,1.161923,2.2178,1.7214,0.266162,1.8542,1.4032,0.745059,1.9392,1.4841,2.8608
112,2026-01-04 13:14:52.904052,0.018492,2000,ridge,0.545674,2000,rf,470,21,14,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.055104,480,21,0.765804,0.7882,0.118224,0.089732,0,4,-1,cuda,672,72,48,True,96,36095.255126,1.037566,0.035384,0.021549,24,12,1,0.576526,0.774772,0.138767,0.696421,0.020967,40,156,2600,5,3,3,5,4,61,0.1,0.25,0.5,0.75,0.9,512,151.071429,5.42117,0.066344,4,0.7,cuda,12,32,16,0.124281,0.16223,0.184203,0.116936,0.043135,0.191835,0.221806,0.266694,0.319665,1.113733,3.5109,2.6737,-0.515987,2.7631,2.2141,1.479571,2.6335,1.9952,1.048831,2.0779,1.6294,0.250346,1.8044,1.382,0.821947,2.271,1.7319,3.0348
113,2026-01-04 13:18:14.048966,0.021756,2000,ridge,0.502289,2000,rf,530,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.067276,470,21,0.831751,0.826142,0.08422,0.109296,0,4,-1,cuda,672,72,48,True,64,32818.262175,2.008957,0.094815,0.023862,24,12,1,0.575175,0.833923,0.262453,0.374449,0.044309,31,126,1600,5,3,3,5,2,61,0.1,0.25,0.5,0.75,0.9,512,188.569306,8.540531,0.104655,4,0.7,cuda,15,32,16,0.107464,0.144964,0.211601,0.139418,0.041157,0.138028,0.245925,0.314276,0.301772,1.530144,4.3065,3.2397,-0.539871,2.7822,2.2353,1.521574,2.6792,2.023,0.938452,2.0862,1.614,0.298989,1.8385,1.4023,0.83308,2.1491,1.6413,3.1592
114,2026-01-04 13:19:48.298767,0.018519,2000,ridge,0.502121,2000,rf,470,21,14,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.044018,530,21,0.788587,0.763708,0.108077,0.118392,0,4,-1,cuda,672,72,48,True,96,129933.85464,6.115703,0.085655,0.024559,24,12,1,0.630247,0.8005,0.055656,0.330947,0.037406,29,96,2300,6,3,3,5,6,61,0.1,0.25,0.5,0.75,0.9,512,295.135676,5.709033,0.053725,4,0.7,cuda,12,32,16,0.277368,0.2503,0.138249,-0.011661,-0.098141,0.071939,0.299391,0.286959,0.341711,1.805013,9.753,8.3346,-0.515142,2.7629,2.2139,1.480663,2.6382,1.9959,0.887012,2.0419,1.5776,0.267554,2.0906,1.6207,0.702124,2.3659,1.7532,4.0407
115,2026-01-04 13:21:03.907581,0.02277,2000,lasso,0.018423,2000,rf,520,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.037813,510,21,0.768616,0.826929,0.123316,0.087928,0,4,-1,cuda,672,72,48,True,96,40929.795033,0.388124,0.026318,0.025467,24,12,1,1.681303,0.344832,0.14347,0.441589,0.008267,28,156,3500,5,3,4,3,4,61,0.1,0.25,0.5,0.75,0.9,512,1037.505609,6.344243,0.053396,4,0.7,cuda,12,32,16,0.171613,0.214928,0.147392,0.057704,0.019065,0.113976,0.234803,0.182293,0.468928,0.931388,2.7225,2.1221,-0.431904,2.7302,2.1941,1.521546,2.6796,2.0233,1.22879,2.2548,1.7682,0.21924,1.938,1.4941,0.766531,1.9798,1.5142,2.917
116,2026-01-04 13:22:42.181111,0.023019,2000,lasso,0.018396,2000,rf,520,21,14,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.055656,510,19,0.811713,0.788003,0.092519,0.093088,0,4,-1,cuda,672,72,48,True,64,20956.529997,0.420533,0.081887,0.023841,24,12,1,0.732219,0.882015,0.131483,0.458719,0.030081,31,155,1850,5,3,5,4,2,61,0.1,0.25,0.5,0.75,0.9,512,874.097786,5.30227,0.057591,4,0.7,cuda,12,32,16,0.085432,0.11301,0.076289,0.023141,0.018705,0.196126,0.23828,0.162102,0.403492,0.381955,2.6265,2.0214,-0.432083,2.7302,2.1941,1.484138,2.6479,2.0085,1.149388,2.2389,1.7301,0.313263,1.8634,1.4291,0.659284,1.9601,1.5018,2.2649
117,2026-01-04 13:24:33.575671,0.018622,2000,lasso,0.022627,2000,rf,490,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.045844,470,21,0.811464,0.812491,0.107108,0.114226,0,4,-1,cuda,672,72,48,True,96,9556.868181,2.8556,0.037155,0.02455,24,12,1,0.653765,0.20467,0.032128,0.470653,0.038379,32,96,2300,6,3,3,5,4,61,0.1,0.25,0.5,0.75,0.9,128,172.91546,9.030414,0.063,4,0.7,cuda,12,32,16,0.256355,0.278267,0.242596,0.072782,-0.032554,0.04292,0.244532,0.249571,0.462977,1.852449,5.9365,4.693,-0.404712,2.7224,2.1885,1.487826,2.6631,2.0175,0.998999,2.1279,1.6427,0.30059,1.9059,1.4533,0.677156,1.9338,1.481,3.7922
118,2026-01-04 13:25:54.660964,0.026293,2000,lasso,0.018444,2000,rf,470,21,14,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.059613,550,19,0.864585,0.773243,0.08323,0.107066,0,4,-1,cuda,672,72,48,True,64,21542.308402,9.800231,0.054607,0.022566,24,12,1,0.900917,0.26,0.148841,0.630187,0.01389,29,128,2700,5,3,4,3,6,61,0.1,0.25,0.5,0.75,0.9,512,927.486417,8.940245,0.053414,4,0.7,cuda,13,32,16,0.454077,0.341487,0.154496,-0.054227,-0.172842,0.028477,0.347924,0.186382,0.437217,2.394153,9.9011,8.4702,-0.427901,2.7297,2.1936,1.480663,2.6382,1.9959,0.789683,2.014,1.5501,0.292734,2.0821,1.6247,0.625565,1.8881,1.4513,4.8292
119,2026-01-04 13:27:16.216237,0.021219,2000,lasso,0.017415,2000,rf,490,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.062361,490,22,0.787742,0.832764,0.087161,0.078826,0,4,-1,cuda,672,72,48,True,96,8203.887341,1.042425,0.094467,0.024072,24,12,1,1.673746,0.842304,0.11053,0.713101,0.049875,20,95,2600,5,3,5,4,2,61,0.1,0.25,0.5,0.75,0.9,128,229.052792,4.714557,0.107436,4,0.7,cuda,12,32,20,0.109173,0.167326,0.154376,0.024311,-0.048651,0.031019,0.256067,0.171574,0.54134,1.859896,8.8123,7.4378,-0.435402,2.732,2.1956,1.487826,2.6631,2.0175,0.753476,2.0268,1.5489,0.272948,2.0181,1.5519,0.536277,1.7853,1.3519,3.3125
120,2026-01-04 13:28:53.823102,0.017492,2000,lasso,0.022105,2000,rf,530,21,14,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.038639,510,19,0.771652,0.750332,0.12437,0.086982,0,4,-1,cuda,672,72,48,True,96,12985.700051,0.402009,0.074125,0.025531,24,12,1,1.106492,0.719407,0.175209,0.673947,0.014767,31,156,2350,6,2,3,5,4,61,0.1,0.25,0.5,0.75,0.9,512,832.780894,6.099841,0.063024,4,0.7,cuda,13,32,16,0.134862,0.216487,0.183273,0.110402,0.053118,0.127183,0.259157,0.206131,0.407529,1.100768,2.7647,2.156,-0.408213,2.7233,2.1892,1.490762,2.6649,2.0175,1.054825,2.1317,1.656,0.123834,1.8822,1.4422,0.684908,1.9567,1.4987,3.06
121,2026-01-04 13:30:36.032417,0.021105,2000,lasso,0.017496,2000,rf,510,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.046401,480,21,0.828695,0.788282,0.092863,0.09423,0,4,-1,cuda,672,72,48,True,96,16677.055979,0.87141,0.042615,0.023526,24,12,1,0.916807,0.773121,0.153879,0.799598,0.024405,36,125,4000,7,2,5,4,6,61,0.1,0.25,0.5,0.75,0.9,512,392.011244,9.333165,0.051909,4,0.7,cuda,12,40,20,0.171343,0.264508,0.256085,0.138639,0.047452,0.08337,0.270366,0.236209,0.410055,1.709773,3.6295,2.8743,-0.434924,2.7318,2.1954,1.520631,2.6781,2.0225,1.189803,2.2163,1.7212,0.335039,1.8665,1.4245,0.83752,2.0942,1.6043,3.5942
122,2026-01-04 13:32:14.193373,0.018793,2000,lasso,0.023699,2000,rf,490,21,14,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.053229,520,19,0.810502,0.819811,0.106846,0.084108,0,4,-1,cuda,672,72,48,True,96,9404.639559,0.583089,0.032501,0.025337,24,12,1,0.833166,0.492596,0.024212,0.375747,0.039444,36,125,1600,7,2,5,4,3,61,0.1,0.25,0.5,0.75,0.9,512,290.407981,0.075544,0.082808,4,0.7,cuda,12,40,20,0.214718,0.330546,0.27452,0.161511,0.066037,0.138775,0.255296,0.236111,0.369818,1.726254,3.1471,2.5435,-0.397763,2.7207,2.1873,1.476022,2.6301,1.9988,1.039158,2.1531,1.6679,0.322459,1.8561,1.4285,0.848673,2.1211,1.6413,3.8672
123,2026-01-04 13:33:48.714171,0.015386,2000,lasso,0.021306,2000,rf,480,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.111817,490,21,0.787377,0.77926,0.079493,0.10638,0,4,-1,cuda,672,72,48,True,96,7105.206722,0.41153,0.105892,0.023933,24,12,1,0.532618,0.720827,0.014845,0.762818,0.011181,38,155,3600,8,2,5,4,2,61,0.1,0.25,0.5,0.75,0.9,512,437.111481,9.542686,0.066485,4,0.7,cuda,12,40,20,0.084712,0.085552,0.029976,-0.006655,0.005965,0.161036,0.220236,0.188444,0.430284,0.18768,2.5181,1.9268,-0.412787,2.7247,2.1902,1.519668,2.679,2.0232,0.692619,1.9779,1.5248,0.136306,1.7423,1.3277,0.432154,1.8241,1.3903,1.9385
124,2026-01-04 13:35:13.909443,0.015355,2000,lasso,0.02141,2000,rf,480,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.059518,490,22,0.787951,0.779315,0.078008,0.107081,0,4,-1,cuda,672,72,48,True,96,7810.800848,0.429729,0.106756,0.024506,24,12,1,0.533697,0.711875,0.01709,0.76269,0.03375,21,155,3650,8,2,5,4,2,61,0.1,0.25,0.5,0.75,0.9,128,434.618099,7.57219,0.128674,4,0.7,cuda,12,40,20,0.067986,0.092536,0.148052,0.102938,0.05,0.040144,0.275753,0.208734,0.475369,1.211626,4.9955,3.7372,-0.412149,2.7246,2.1901,1.519668,2.679,2.0232,1.025641,2.1115,1.6413,0.1905,1.8668,1.4161,0.609996,1.8606,1.4151,2.7914
125,2026-01-04 13:37:11.183487,0.02308,2000,lasso,0.023167,2000,rf,520,19,14,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.09848,510,21,0.761778,0.835825,0.09395,0.125698,0,4,-1,cuda,672,72,48,True,64,4886.025902,1.164735,0.125674,0.023816,24,12,1,0.565576,0.673097,2.6e-05,0.829753,0.010638,38,155,2650,8,2,5,4,2,61,0.1,0.25,0.5,0.75,0.9,512,502.021658,6.552753,0.058236,4,0.7,cuda,12,40,20,0.143705,0.184293,0.194544,0.117146,0.042176,0.108163,0.239576,0.196329,0.455932,1.222992,3.5416,2.6671,-0.400301,2.7217,2.1881,1.4839,2.6468,2.0079,0.847525,2.0718,1.6082,0.278376,1.8216,1.3859,0.636245,2.0306,1.5495,3.0921
126,2026-01-04 13:39:03.415597,0.017637,2000,lasso,0.018637,2000,rf,490,21,17,18,sqrt,0,4,lgbm,regression,gbdt,31,5,0.065934,530,22,0.753865,0.788083,0.086843,0.114418,0,4,-1,cuda,672,72,48,True,96,22669.746476,0.744179,0.104256,0.024184,24,12,1,0.52717,0.727841,0.059672,0.677191,0.009072,38,156,2800,8,3,4,3,2,61,0.1,0.25,0.5,0.75,0.9,128,420.553014,7.946036,0.054996,4,0.7,cuda,12,32,20,0.094305,0.110462,0.104646,0.059742,0.026589,0.080028,0.270568,0.165463,0.483941,0.534636,2.988,2.2661,-0.427554,2.7288,2.1931,1.499236,2.6725,2.0232,0.993784,2.0631,1.6223,0.173841,1.7707,1.3558,0.536277,1.7705,1.3564,2.4013
127,2026-01-04 13:40:31.076941,0.015586,2000,lasso,0.021429,2000,rf,510,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.130537,470,21,0.776944,0.809649,0.117092,0.093378,0,4,-1,cuda,672,72,48,True,64,7083.292973,3.893827,0.077311,0.024638,24,12,1,0.65235,0.684401,0.034099,0.513359,0.021826,29,155,2200,5,2,5,5,2,61,0.1,0.25,0.5,0.75,0.9,512,1270.062682,8.3774,0.066234,4,0.7,cuda,12,40,16,0.269155,0.253118,0.186661,0.015408,-0.090018,0.035652,0.331631,0.211754,0.420963,1.512878,6.93,5.5143,-0.411996,2.7245,2.19,1.520631,2.6781,2.0225,0.977499,2.1225,1.6318,0.314582,1.8919,1.4497,0.57976,1.908,1.4672,3.7314
128,2026-01-04 13:42:21.297176,0.018886,2000,lasso,0.017343,2000,rf,460,21,14,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.053325,490,19,0.787505,0.773061,0.105876,0.10577,0,4,-1,cuda,672,72,48,True,96,11908.895222,0.389177,0.045863,0.025345,24,12,1,0.582233,0.795255,0.040596,0.714096,0.011118,28,96,1650,8,3,3,4,3,61,0.1,0.25,0.5,0.75,0.9,128,189.703819,5.81093,0.061996,4,0.7,cuda,13,32,20,0.158363,0.250959,0.220713,0.130276,0.056924,0.092487,0.248168,0.192029,0.467315,1.255327,2.8487,2.2404,-0.434077,2.7303,2.194,1.479776,2.626,1.9951,1.084391,2.1228,1.6589,0.276454,1.806,1.3823,0.686463,1.8707,1.4294,3.3079
129,2026-01-04 13:44:09.998990,0.027051,2000,lasso,0.02458,2000,rf,530,19,16,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.045093,510,21,0.84893,0.820268,0.126766,0.119717,0,4,-1,cuda,672,72,48,True,32,16232.074041,0.606579,0.025224,0.021813,24,12,1,1.64932,0.86691,0.11986,0.750266,0.026891,39,156,3700,10,2,4,3,4,61,0.1,0.25,0.5,0.75,0.9,512,1146.045515,7.308871,0.052142,4,0.7,cuda,12,40,16,0.139299,0.159263,0.145384,0.080126,0.029706,0.080475,0.232136,0.169325,0.518063,0.859094,3.0962,2.3809,-0.389001,2.7196,2.1867,1.521574,2.6792,2.023,0.907325,2.0907,1.6029,0.247353,1.8355,1.4021,0.626724,1.9277,1.4724,2.7724
130,2026-01-04 13:46:06.732011,0.021325,2000,lasso,0.018885,2000,rf,510,21,14,19,sqrt,0,4,lgbm,regression,gbdt,31,5,0.073581,480,19,0.812486,0.755713,0.088176,0.08002,0,4,-1,cuda,672,72,48,True,96,8668.466389,6.078437,0.084283,0.023809,24,12,1,0.677401,0.398685,0.13233,0.490229,0.045671,31,155,3500,5,3,5,5,3,61,0.1,0.25,0.5,0.75,0.9,128,1344.724514,6.897407,0.056911,4,0.7,cuda,12,32,16,0.226139,0.233064,0.158663,-0.016097,-0.113399,0.031787,0.26773,0.142618,0.557865,1.693012,8.2815,6.8516,-0.426857,2.7291,2.1933,1.482326,2.6519,2.0073,0.788226,2.0315,1.5677,0.252884,1.978,1.5274,0.484507,1.7474,1.3264,3.7181
131,2026-01-04 13:47:53.374184,0.018003,2000,lasso,0.021246,2000,rf,490,20,16,21,sqrt,0,4,lgbm,regression,gbdt,31,5,0.053313,490,20,0.823967,0.810886,0.094351,0.112571,0,4,-1,cuda,672,72,48,True,96,6839.83913,0.373457,0.092478,0.025307,24,12,1,1.157505,0.769188,0.022741,0.773254,0.036479,36,125,3350,7,2,5,4,7,61,0.1,0.25,0.5,0.75,0.9,512,436.841809,9.462141,0.06623,4,0.7,cuda,12,40,20,0.078237,0.105366,0.098951,0.069125,0.039808,0.170015,0.224702,0.210349,0.394933,0.513078,2.6843,2.0484,-0.413272,2.7248,2.1902,1.478342,2.656,2.0113,0.834287,2.0383,1.5695,0.170124,1.7842,1.3635,0.629951,1.901,1.4508,2.3642
132,2026-01-04 13:49:32.671106,0.022504,2000,lasso,0.01793,2000,rf,480,20,17,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.042793,510,20,0.810803,0.782008,0.110693,0.094414,0,4,-1,cuda,672,72,48,True,96,13837.975528,0.722537,0.09692,0.024638,24,12,1,0.734702,0.807912,0.154438,0.410132,0.038726,38,95,1850,7,2,5,4,7,61,0.1,0.25,0.5,0.75,0.9,512,379.971977,9.564948,0.051762,4,0.7,cuda,12,40,20,0.123112,0.169964,0.170414,0.104586,0.045743,0.134413,0.250248,0.303764,0.311576,0.961856,3.1002,2.3442,-0.432409,2.731,2.1948,1.534942,2.6987,2.0378,1.164451,2.2181,1.7198,0.309877,1.8567,1.415,0.742915,2.1214,1.618,2.9611
133,2026-04-01 17:55:11.190130,0.016968,2000,lasso,0.022445,2000,rf,480,18,18,18,sqrt,0,4,lgbm,regression,gbdt,15,4,0.034004,520,23,0.916165,0.858113,0.212411,0.124574,0,4,-1,cuda,672,72,48,True,64,18698.201644,0.35259,0.145444,0.026642,24,12,1,1.49172,0.744712,0.251334,0.310357,0.017038,39,96,2400,5,4,4,3,3,61,0.1,0.25,0.5,0.75,0.9,128,613.603,2.700903,0.135509,4,0.7,cuda,11,40,20,0.076349,0.073022,0.03744,0.002128,0.001679,0.1811,0.2677,0.211251,0.339949,0.106754,2.6036,2.0024,-0.405656,2.7229,2.1889,1.543208,2.7588,2.0806,1.287179,2.4171,1.8766,0.228414,1.9417,1.4892,0.577911,1.9121,1.4607,2.0259
